County,Month,Year,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Wind,Sea Level Pressure
lamu,July,2015,29.0°C (84.2°F),27.0°C (80.6°F),26.0°C (78.8°F),22.0°C (71.6°F),18.0mm | 0.71in,44.0kmh | 27.34mph,18.0mb
lamu,August,2015,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),22.0°C (71.6°F),13.6mm | 0.54in,45.0kmh | 27.96mph,13.6mb
lamu,September,2015,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),2.2mm | 0.09in,40.0kmh | 24.85mph,2.2mb
lamu,October,2015,32.0°C (89.6°F),29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),50.4mm | 1.98in,36.0kmh | 22.37mph,50.4mb
lamu,November,2015,32.0°C (89.6°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),19.8mm | 0.78in,37.0kmh | 22.99mph,19.8mb
lamu,December,2015,33.0°C (91.4°F),30.0°C (86.0°F),28.0°C (82.4°F),24.0°C (75.2°F),16.1mm | 0.63in,29.0kmh | 18.02mph,16.1mb
lamu,January,2016,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),1.4mm | 0.06in,33.0kmh | 20.51mph,1.4mb
lamu,February,2016,34.0°C (93.2°F),30.0°C (86.0°F),27.0°C (80.6°F),25.0°C (77.0°F),6.8mm | 0.27in,39.0kmh | 24.23mph,6.8mb
lamu,March,2016,34.0°C (93.2°F),31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),8.0mm | 0.31in,28.0kmh | 17.4mph,8.0mb
lamu,April,2016,33.0°C (91.4°F),31.0°C (87.8°F),28.0°C (82.4°F),24.0°C (75.2°F),17.6mm | 0.69in,39.0kmh | 24.23mph,17.6mb
lamu,May,2016,32.0°C (89.6°F),30.0°C (86.0°F),28.0°C (82.4°F),23.0°C (73.4°F),22.5mm | 0.89in,48.0kmh | 29.83mph,22.5mb
lamu,June,2016,31.0°C (87.8°F),29.0°C (84.2°F),26.0°C (78.8°F),22.0°C (71.6°F),17.2mm | 0.68in,48.0kmh | 29.83mph,17.2mb
lamu,July,2016,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),21.0°C (69.8°F),1.9mm | 0.07in,48.0kmh | 29.83mph,1.9mb
lamu,August,2016,29.0°C (84.2°F),27.0°C (80.6°F),26.0°C (78.8°F),21.0°C (69.8°F),6.3mm | 0.25in,42.0kmh | 26.1mph,6.3mb
lamu,September,2016,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),2.9mm | 0.11in,39.0kmh | 24.23mph,2.9mb
lamu,October,2016,31.0°C (87.8°F),28.0°C (82.4°F),26.0°C (78.8°F),23.0°C (73.4°F),3.1mm | 0.12in,33.0kmh | 20.51mph,3.1mb
lamu,November,2016,31.0°C (87.8°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),10.6mm | 0.42in,30.0kmh | 18.64mph,10.6mb
lamu,December,2016,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),11.4mm | 0.45in,29.0kmh | 18.02mph,11.4mb
lamu,January,2017,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),2.4mm | 0.09in,36.0kmh | 22.37mph,2.4mb
lamu,February,2017,32.0°C (89.6°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),6.2mm | 0.24in,35.0kmh | 21.75mph,6.2mb
lamu,March,2017,32.0°C (89.6°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),7.0mm | 0.28in,30.0kmh | 18.64mph,7.0mb
lamu,April,2017,33.0°C (91.4°F),31.0°C (87.8°F),28.0°C (82.4°F),24.0°C (75.2°F),8.5mm | 0.33in,39.0kmh | 24.23mph,8.5mb
lamu,May,2017,32.0°C (89.6°F),29.0°C (84.2°F),27.0°C (80.6°F),23.0°C (73.4°F),44.2mm | 1.74in,42.0kmh | 26.1mph,44.2mb
lamu,June,2017,31.0°C (87.8°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),9.0mm | 0.35in,44.0kmh | 27.34mph,9.0mb
lamu,July,2017,30.0°C (86.0°F),28.0°C (82.4°F),26.0°C (78.8°F),22.0°C (71.6°F),6.5mm | 0.26in,43.0kmh | 26.72mph,6.5mb
lamu,August,2017,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),22.0°C (71.6°F),13.4mm | 0.53in,35.0kmh | 21.75mph,13.4mb
lamu,September,2017,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),23.0°C (73.4°F),37.6mm | 1.48in,33.0kmh | 20.51mph,37.6mb
lamu,October,2017,31.0°C (87.8°F),28.0°C (82.4°F),26.0°C (78.8°F),23.0°C (73.4°F),36.2mm | 1.43in,34.0kmh | 21.13mph,36.2mb
lamu,November,2017,31.0°C (87.8°F),29.0°C (84.2°F),26.0°C (78.8°F),24.0°C (75.2°F),24.0mm | 0.94in,25.0kmh | 15.53mph,24.0mb
lamu,December,2017,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),8.0mm | 0.31in,31.0kmh | 19.26mph,8.0mb
lamu,January,2018,33.0°C (91.4°F),29.0°C (84.2°F),25.0°C (77.0°F),22.0°C (71.6°F),0.1mm | 0.0in,33.0kmh | 20.51mph,0.1mb
lamu,February,2018,34.0°C (93.2°F),30.0°C (86.0°F),25.0°C (77.0°F),23.0°C (73.4°F),2.1mm | 0.08in,34.0kmh | 21.13mph,2.1mb
lamu,March,2018,34.0°C (93.2°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),41.7mm | 1.64in,25.0kmh | 15.53mph,41.7mb
lamu,April,2018,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),38.4mm | 1.51in,34.0kmh | 21.13mph,38.4mb
lamu,May,2018,30.0°C (86.0°F),28.0°C (82.4°F),26.0°C (78.8°F),24.0°C (75.2°F),70.8mm | 2.79in,36.0kmh | 22.37mph,70.8mb
lamu,June,2018,29.0°C (84.2°F),28.0°C (82.4°F),26.0°C (78.8°F),23.0°C (73.4°F),24.4mm | 0.96in,42.0kmh | 26.1mph,24.4mb
lamu,July,2018,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),22.0°C (71.6°F),9.7mm | 0.38in,43.0kmh | 26.72mph,9.7mb
lamu,August,2018,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),12.2mm | 0.48in,35.0kmh | 21.75mph,12.2mb
lamu,September,2018,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),32.1mm | 1.26in,31.0kmh | 19.26mph,32.1mb
lamu,October,2018,31.0°C (87.8°F),28.0°C (82.4°F),26.0°C (78.8°F),23.0°C (73.4°F),39.2mm | 1.54in,40.0kmh | 24.85mph,39.2mb
lamu,November,2018,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),24.0°C (75.2°F),21.1mm | 0.83in,23.0kmh | 14.29mph,21.1mb
lamu,December,2018,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),24.0°C (75.2°F),13.9mm | 0.55in,29.0kmh | 18.02mph,13.9mb
lamu,January,2019,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),10.5mm | 0.41in,30.0kmh | 18.64mph,10.5mb
lamu,February,2019,34.0°C (93.2°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),2.3mm | 0.09in,27.0kmh | 16.78mph,2.3mb
lamu,March,2019,34.0°C (93.2°F),31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),0.8mm | 0.03in,28.0kmh | 17.4mph,0.8mb
lamu,April,2019,34.0°C (93.2°F),31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),13.5mm | 0.53in,27.0kmh | 16.78mph,13.5mb
lamu,May,2019,32.0°C (89.6°F),30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),44.0mm | 1.73in,33.0kmh | 20.51mph,44.0mb
lamu,June,2019,30.0°C (86.0°F),28.0°C (82.4°F),27.0°C (80.6°F),23.0°C (73.4°F),8.6mm | 0.34in,42.0kmh | 26.1mph,8.6mb
lamu,July,2019,28.0°C (82.4°F),27.0°C (80.6°F),26.0°C (78.8°F),23.0°C (73.4°F),17.8mm | 0.7in,44.0kmh | 27.34mph,17.8mb
lamu,August,2019,28.0°C (82.4°F),26.0°C (78.8°F),25.0°C (77.0°F),22.0°C (71.6°F),8.8mm | 0.35in,37.0kmh | 22.99mph,8.8mb
lamu,September,2019,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),24.0°C (75.2°F),14.2mm | 0.56in,38.0kmh | 23.61mph,14.2mb
lamu,October,2019,30.0°C (86.0°F),28.0°C (82.4°F),26.0°C (78.8°F),24.0°C (75.2°F),22.7mm | 0.89in,28.0kmh | 17.4mph,22.7mb
lamu,November,2019,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),24.0°C (75.2°F),48.1mm | 1.89in,28.0kmh | 17.4mph,48.1mb
lamu,December,2019,31.0°C (87.8°F),29.0°C (84.2°F),26.0°C (78.8°F),24.0°C (75.2°F),23.7mm | 0.93in,30.0kmh | 18.64mph,23.7mb
machakos,January,2012,27.0°C (80.6°F),22.0°C (71.6°F),16.0°C (60.8°F),15.0°C (59.0°F),1.4mm | 0.06in,21.0kmh | 13.05mph,1.4mb
machakos,February,2012,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),11.8mm | 0.46in,22.0kmh | 13.67mph,11.8mb
machakos,March,2012,29.0°C (84.2°F),25.0°C (77.0°F),19.0°C (66.2°F),16.0°C (60.8°F),7.8mm | 0.31in,19.0kmh | 11.81mph,7.8mb
machakos,April,2012,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),19.0°C (66.2°F),39.9mm | 1.57in,15.0kmh | 9.32mph,39.9mb
machakos,May,2012,26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),18.0°C (64.4°F),50.4mm | 1.98in,15.0kmh | 9.32mph,50.4mb
machakos,June,2012,23.0°C (73.4°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),8.3mm | 0.33in,13.0kmh | 8.08mph,8.3mb
machakos,July,2012,24.0°C (75.2°F),20.0°C (68.0°F),15.0°C (59.0°F),14.0°C (57.2°F),4.4mm | 0.17in,13.0kmh | 8.08mph,4.4mb
machakos,August,2012,25.0°C (77.0°F),20.0°C (68.0°F),18.0°C (64.4°F),15.0°C (59.0°F),3.5mm | 0.14in,19.0kmh | 11.81mph,3.5mb
machakos,September,2012,27.0°C (80.6°F),24.0°C (75.2°F),18.0°C (64.4°F),14.0°C (57.2°F),2.6mm | 0.1in,17.0kmh | 10.56mph,2.6mb
machakos,October,2012,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),15.1mm | 0.59in,17.0kmh | 10.56mph,15.1mb
machakos,November,2012,24.0°C (75.2°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),83.4mm | 3.28in,15.0kmh | 9.32mph,83.4mb
machakos,December,2012,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),19.1mm | 0.75in,19.0kmh | 11.81mph,19.1mb
machakos,January,2013,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),26.2mm | 1.03in,19.0kmh | 11.81mph,26.2mb
machakos,February,2013,29.0°C (84.2°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),17.5mm | 0.69in,20.0kmh | 12.43mph,17.5mb
machakos,March,2013,28.0°C (82.4°F),24.0°C (75.2°F),20.0°C (68.0°F),18.0°C (64.4°F),33.3mm | 1.31in,15.0kmh | 9.32mph,33.3mb
machakos,April,2013,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),19.0°C (66.2°F),35.0mm | 1.38in,12.0kmh | 7.46mph,35.0mb
machakos,May,2013,24.0°C (75.2°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),4.9mm | 0.19in,15.0kmh | 9.32mph,4.9mb
machakos,June,2013,23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),16.0°C (60.8°F),5.6mm | 0.22in,14.0kmh | 8.7mph,5.6mb
machakos,July,2013,25.0°C (77.0°F),20.0°C (68.0°F),16.0°C (60.8°F),14.0°C (57.2°F),4.1mm | 0.16in,15.0kmh | 9.32mph,4.1mb
machakos,August,2013,24.0°C (75.2°F),20.0°C (68.0°F),16.0°C (60.8°F),15.0°C (59.0°F),4.0mm | 0.16in,16.0kmh | 9.94mph,4.0mb
machakos,September,2013,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),4.4mm | 0.17in,16.0kmh | 9.94mph,4.4mb
machakos,October,2013,26.0°C (78.8°F),23.0°C (73.4°F),20.0°C (68.0°F),16.0°C (60.8°F),8.2mm | 0.32in,18.0kmh | 11.18mph,8.2mb
machakos,November,2013,25.0°C (77.0°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),31.1mm | 1.22in,18.0kmh | 11.18mph,31.1mb
machakos,December,2013,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),46.8mm | 1.84in,19.0kmh | 11.81mph,46.8mb
machakos,January,2014,28.0°C (82.4°F),22.0°C (71.6°F),16.0°C (60.8°F),16.0°C (60.8°F),4.8mm | 0.19in,20.0kmh | 12.43mph,4.8mb
machakos,February,2014,28.0°C (82.4°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),30.5mm | 1.2in,17.0kmh | 10.56mph,30.5mb
machakos,March,2014,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),16.0mm | 0.63in,17.0kmh | 10.56mph,16.0mb
machakos,April,2014,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),18.0°C (64.4°F),8.2mm | 0.32in,14.0kmh | 8.7mph,8.2mb
machakos,May,2014,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),4.4mm | 0.17in,15.0kmh | 9.32mph,4.4mb
machakos,June,2014,24.0°C (75.2°F),21.0°C (69.8°F),18.0°C (64.4°F),17.0°C (62.6°F),10.3mm | 0.41in,14.0kmh | 8.7mph,10.3mb
machakos,July,2014,24.0°C (75.2°F),20.0°C (68.0°F),16.0°C (60.8°F),15.0°C (59.0°F),3.5mm | 0.14in,16.0kmh | 9.94mph,3.5mb
machakos,August,2014,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),16.0°C (60.8°F),8.5mm | 0.33in,17.0kmh | 10.56mph,8.5mb
machakos,September,2014,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),15.0°C (59.0°F),21.1mm | 0.83in,16.0kmh | 9.94mph,21.1mb
machakos,October,2014,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),9.1mm | 0.36in,19.0kmh | 11.81mph,9.1mb
machakos,November,2014,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),15.2mm | 0.6in,16.0kmh | 9.94mph,15.2mb
machakos,December,2014,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),17.0°C (62.6°F),6.5mm | 0.26in,20.0kmh | 12.43mph,6.5mb
machakos,January,2015,30.0°C (86.0°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),11.1mm | 0.44in,19.0kmh | 11.81mph,11.1mb
machakos,February,2015,31.0°C (87.8°F),24.0°C (75.2°F),18.0°C (64.4°F),16.0°C (60.8°F),24.0mm | 0.94in,19.0kmh | 11.81mph,24.0mb
machakos,March,2015,29.0°C (84.2°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),14.5mm | 0.57in,19.0kmh | 11.81mph,14.5mb
machakos,April,2015,28.0°C (82.4°F),22.0°C (71.6°F),19.0°C (66.2°F),17.0°C (62.6°F),20.5mm | 0.81in,14.0kmh | 8.7mph,20.5mb
machakos,May,2015,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),26.0mm | 1.02in,15.0kmh | 9.32mph,26.0mb
machakos,June,2015,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),16.0°C (60.8°F),11.5mm | 0.45in,13.0kmh | 8.08mph,11.5mb
machakos,July,2015,27.0°C (80.6°F),23.0°C (73.4°F),16.0°C (60.8°F),14.0°C (57.2°F),4.7mm | 0.19in,15.0kmh | 9.32mph,4.7mb
machakos,August,2015,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),14.0°C (57.2°F),5.4mm | 0.21in,17.0kmh | 10.56mph,5.4mb
machakos,September,2015,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),14.0°C (57.2°F),3.2mm | 0.13in,16.0kmh | 9.94mph,3.2mb
machakos,October,2015,29.0°C (84.2°F),25.0°C (77.0°F),19.0°C (66.2°F),17.0°C (62.6°F),18.3mm | 0.72in,18.0kmh | 11.18mph,18.3mb
machakos,November,2015,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),47.1mm | 1.85in,15.0kmh | 9.32mph,47.1mb
machakos,December,2015,27.0°C (80.6°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),69.2mm | 2.72in,17.0kmh | 10.56mph,69.2mb
machakos,January,2016,29.0°C (84.2°F),23.0°C (73.4°F),18.0°C (64.4°F),17.0°C (62.6°F),19.6mm | 0.77in,17.0kmh | 10.56mph,19.6mb
machakos,February,2016,30.0°C (86.0°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),40.1mm | 1.58in,19.0kmh | 11.81mph,40.1mb
machakos,March,2016,30.0°C (86.0°F),25.0°C (77.0°F),21.0°C (69.8°F),18.0°C (64.4°F),12.3mm | 0.48in,17.0kmh | 10.56mph,12.3mb
machakos,April,2016,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),54.5mm | 2.15in,15.0kmh | 9.32mph,54.5mb
machakos,May,2016,26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),18.0°C (64.4°F),8.7mm | 0.34in,12.0kmh | 7.46mph,8.7mb
machakos,June,2016,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),6.1mm | 0.24in,12.0kmh | 7.46mph,6.1mb
machakos,July,2016,26.0°C (78.8°F),21.0°C (69.8°F),15.0°C (59.0°F),14.0°C (57.2°F),1.0mm | 0.04in,12.0kmh | 7.46mph,1.0mb
machakos,August,2016,28.0°C (82.4°F),22.0°C (71.6°F),17.0°C (62.6°F),13.0°C (55.4°F),2.8mm | 0.11in,16.0kmh | 9.94mph,2.8mb
machakos,September,2016,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),14.0°C (57.2°F),2.8mm | 0.11in,16.0kmh | 9.94mph,2.8mb
machakos,October,2016,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),15.0°C (59.0°F),5.7mm | 0.22in,16.0kmh | 9.94mph,5.7mb
machakos,November,2016,27.0°C (80.6°F),23.0°C (73.4°F),18.0°C (64.4°F),17.0°C (62.6°F),11.3mm | 0.44in,16.0kmh | 9.94mph,11.3mb
machakos,December,2016,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),14.7mm | 0.58in,18.0kmh | 11.18mph,14.7mb
machakos,January,2017,28.0°C (82.4°F),22.0°C (71.6°F),17.0°C (62.6°F),15.0°C (59.0°F),12.4mm | 0.49in,20.0kmh | 12.43mph,12.4mb
machakos,February,2017,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),13.0mm | 0.51in,18.0kmh | 11.18mph,13.0mb
machakos,March,2017,30.0°C (86.0°F),25.0°C (77.0°F),20.0°C (68.0°F),17.0°C (62.6°F),5.9mm | 0.23in,18.0kmh | 11.18mph,5.9mb
machakos,April,2017,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),12.3mm | 0.48in,15.0kmh | 9.32mph,12.3mb
machakos,May,2017,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),9.3mm | 0.37in,14.0kmh | 8.7mph,9.3mb
machakos,June,2017,26.0°C (78.8°F),22.0°C (71.6°F),16.0°C (60.8°F),14.0°C (57.2°F),1.0mm | 0.04in,14.0kmh | 8.7mph,1.0mb
machakos,July,2017,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),3.6mm | 0.14in,15.0kmh | 9.32mph,3.6mb
machakos,August,2017,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),14.0°C (57.2°F),9.0mm | 0.35in,18.0kmh | 11.18mph,9.0mb
machakos,September,2017,27.0°C (80.6°F),23.0°C (73.4°F),18.0°C (64.4°F),14.0°C (57.2°F),12.2mm | 0.48in,18.0kmh | 11.18mph,12.2mb
machakos,October,2017,28.0°C (82.4°F),24.0°C (75.2°F),21.0°C (69.8°F),16.0°C (60.8°F),15.9mm | 0.63in,18.0kmh | 11.18mph,15.9mb
machakos,November,2017,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),12.1mm | 0.48in,17.0kmh | 10.56mph,12.1mb
machakos,December,2017,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),7.7mm | 0.3in,19.0kmh | 11.81mph,7.7mb
machakos,January,2018,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),23.1mm | 0.91in,20.0kmh | 12.43mph,23.1mb
machakos,February,2018,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),15.0°C (59.0°F),2.3mm | 0.09in,20.0kmh | 12.43mph,2.3mb
machakos,March,2018,28.0°C (82.4°F),23.0°C (73.4°F),20.0°C (68.0°F),16.0°C (60.8°F),37.6mm | 1.48in,15.0kmh | 9.32mph,37.6mb
machakos,April,2018,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),22.8mm | 0.9in,19.0kmh | 11.81mph,22.8mb
machakos,May,2018,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),16.0°C (60.8°F),9.8mm | 0.39in,15.0kmh | 9.32mph,9.8mb
machakos,June,2018,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),15.0°C (59.0°F),5.3mm | 0.21in,14.0kmh | 8.7mph,5.3mb
machakos,July,2018,25.0°C (77.0°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),3.5mm | 0.14in,14.0kmh | 8.7mph,3.5mb
machakos,August,2018,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),13.0°C (55.4°F),3.0mm | 0.12in,17.0kmh | 10.56mph,3.0mb
machakos,September,2018,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),15.0°C (59.0°F),1.0mm | 0.04in,18.0kmh | 11.18mph,1.0mb
machakos,October,2018,27.0°C (80.6°F),24.0°C (75.2°F),20.0°C (68.0°F),15.0°C (59.0°F),4.9mm | 0.19in,22.0kmh | 13.67mph,4.9mb
machakos,November,2018,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),20.1mm | 0.79in,19.0kmh | 11.81mph,20.1mb
machakos,December,2018,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),23.4mm | 0.92in,18.0kmh | 11.18mph,23.4mb
machakos,January,2019,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),16.0°C (60.8°F),12.1mm | 0.48in,18.0kmh | 11.18mph,12.1mb
machakos,February,2019,29.0°C (84.2°F),24.0°C (75.2°F),19.0°C (66.2°F),16.0°C (60.8°F),13.0mm | 0.51in,19.0kmh | 11.81mph,13.0mb
machakos,March,2019,30.0°C (86.0°F),26.0°C (78.8°F),20.0°C (68.0°F),15.0°C (59.0°F),4.1mm | 0.16in,17.0kmh | 10.56mph,4.1mb
machakos,April,2019,29.0°C (84.2°F),24.0°C (75.2°F),20.0°C (68.0°F),18.0°C (64.4°F),67.1mm | 2.64in,16.0kmh | 9.94mph,67.1mb
machakos,May,2019,25.0°C (77.0°F),22.0°C (71.6°F),19.0°C (66.2°F),17.0°C (62.6°F),14.6mm | 0.57in,14.0kmh | 8.7mph,14.6mb
machakos,June,2019,24.0°C (75.2°F),21.0°C (69.8°F),17.0°C (62.6°F),16.0°C (60.8°F),16.8mm | 0.66in,12.0kmh | 7.46mph,16.8mb
machakos,July,2019,26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),15.0°C (59.0°F),4.9mm | 0.19in,12.0kmh | 7.46mph,4.9mb
machakos,August,2019,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),14.0°C (57.2°F),2.6mm | 0.1in,13.0kmh | 8.08mph,2.6mb
machakos,September,2019,28.0°C (82.4°F),25.0°C (77.0°F),20.0°C (68.0°F),16.0°C (60.8°F),5.8mm | 0.23in,18.0kmh | 11.18mph,5.8mb
machakos,October,2019,26.0°C (78.8°F),23.0°C (73.4°F),20.0°C (68.0°F),17.0°C (62.6°F),22.2mm | 0.87in,16.0kmh | 9.94mph,22.2mb
machakos,November,2019,25.0°C (77.0°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),37.4mm | 1.47in,15.0kmh | 9.32mph,37.4mb
machakos,December,2019,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),32.5mm | 1.28in,16.0kmh | 9.94mph,32.5mb
makueni,January,2012,31.0°C (87.8°F),25.0°C (77.0°F),17.0°C (62.6°F),17.0°C (62.6°F),8.0mm | 0.31in,17.0kmh | 10.56mph,8.0mb
makueni,February,2012,34.0°C (93.2°F),27.0°C (80.6°F),19.0°C (66.2°F),18.0°C (64.4°F),24.8mm | 0.98in,13.0kmh | 8.08mph,24.8mb
makueni,March,2012,33.0°C (91.4°F),27.0°C (80.6°F),19.0°C (66.2°F),18.0°C (64.4°F),12.6mm | 0.5in,15.0kmh | 9.32mph,12.6mb
makueni,April,2012,31.0°C (87.8°F),26.0°C (78.8°F),20.0°C (68.0°F),19.0°C (66.2°F),24.8mm | 0.98in,12.0kmh | 7.46mph,24.8mb
makueni,May,2012,31.0°C (87.8°F),25.0°C (77.0°F),20.0°C (68.0°F),19.0°C (66.2°F),15.0mm | 0.59in,15.0kmh | 9.32mph,15.0mb
makueni,June,2012,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),17.0°C (62.6°F),6.5mm | 0.26in,15.0kmh | 9.32mph,6.5mb
